"replicate","Q1","Q2","Q3","Q4","Q5","bottom_decile","risk_lt_5pct","overall"
18,0.00294294639115066,-0.0169724852284999,-0.0373396722824819,0.00670498966583741,-0.0991159759859293,-0.0118336841445754,0.000849479103915148,-0.0258697366940196
19,-0.019488873231545,-0.0280334343653377,-0.0290635313351419,-0.026499895725819,-0.102238575890634,0.0331196140729428,0.0197231066222228,-0.0438324868323748
20,-0.0251957261969205,-0.025845920587801,-0.015106012370766,-0.10808714081008,-0.010903919518327,0.00144650946622228,-0.00421407277836683,-0.0409533282319303
21,-0.0171197107589203,-0.0537973799880702,-0.0110420051779197,-0.00221860721251044,-0.0696215459425299,-0.00676671208019096,-0.00382943641350614,-0.0284084563135311
22,0.0274094689696295,-0.0234528467145535,-0.023123695213964,-0.0138964532419866,-0.0495683816770938,0.0599882950956572,0.11778315700831,-0.0161839873866571
23,0.00905409251128089,-0.00520143586980672,-0.0415705884739224,0.0266427500869533,-0.0690698682737145,0.0206459837001881,0.0234322796934228,-0.0166148096334891
24,-0.0243665626048792,0.0221603847548552,0.0497716936459454,-0.0285490952476208,-0.0727712049369377,-0.0143324681123809,0.0022660187129316,-0.0119712943957397
25,-0.00899648509308902,-0.0153230216125525,-0.0369485260748798,-0.00966522793873409,-0.0996208336882927,0.0203772431904642,0.0042547502846896,-0.0369525854363972
26,0.0136440678478371,-0.0748802523273185,-0.000728876219507568,-0.0317500959953573,-0.0884551334913816,0.0238660438606796,0.0183080684493705,-0.033667675846057
27,0.010072946231226,-0.0280537925614158,0.0346411834175561,-0.0564211964874561,-0.0868464957571854,0.0253354343438552,0.0242616190920863,-0.0258543496265235
28,0.028330674258175,-0.0221179355277634,0.010513708850792,-0.0555472747001221,-0.0412773272673906,0.0561152533468647,0.0572738475010852,-0.0143129780066233
29,-0.0319502155771951,-0.0178502138302871,-0.0187313461358909,-0.00810322834052835,-0.0450009598477455,-0.0135564691604865,0.000392334941952455,-0.023556304685413
