"replicate","nonmucinous_low","nonmucinous_high","mucinous_low","mucinous_high","GCA_low","GCA_high","SRCC_low","SRCC_high"
193,-0.0664579350945531,-0.0684666872581367,0.010525393010523,-0.0532942055848002,-0.00983482377857037,0.0829606973628995,NA,0.0212635919150895
194,-0.0358373213695887,-0.0615301672283938,-0.00323971447080811,-0.110612201716462,-0.0199000555402086,0.0273754367879763,NA,0.0596071298725093
195,-0.0504616532634562,-0.0605931645011383,-0.00132035502768703,-0.0313091052275998,-0.0295297515132418,-0.00983934342817064,NA,0.032676871624428
196,-0.0261312938782751,-0.041716923587804,0.00223668079748361,-0.05968538552407,-0.0279698567416824,-0.0131579012148798,NA,0.0211298274707191
197,0.0101943366778542,-0.108808203819221,-0.0184781619714915,-0.0111170167477425,-0.00346129792318777,0.00805325544113697,NA,0.057743742537489
198,-0.0199857900894091,-0.0878068827965699,0.00171741195334039,0.0201094934309778,-0.0129835056519226,-0.0186879685922053,NA,0.0276491012598331
199,0.017181571083738,-0.0591402614866884,-0.0250021531558286,-0.0597995603550861,0.00234992626819277,0.0307482261637595,NA,0.054989713688854
200,0.00511934833853815,-0.102169465722856,-0.0422837574926437,0.00654452642244907,-0.0111426321959598,0.0371038178948035,NA,0.103166175125333
201,0.0406458669325001,-0.0516021032556727,-0.0241923168884522,-0.00313352330402661,-0.0226775389517849,-0.0113401642310571,NA,-0.000282875048078113
202,-0.0619152375345974,-0.0605777902110058,0.0125108665181835,-0.0900617156940238,-0.0328783193697716,0.034300138253929,NA,0.0553451710682521
203,-0.0236006433593079,-0.0563029194941396,-0.0261906491995918,-0.02489709886025,-0.00575808032348039,0.0406397373135217,NA,0.0640294916626415
204,-0.0898657978234247,-0.0744329166004938,-0.0420400067691733,-0.0472515403937159,-0.00546229297795757,0.0569854961281124,NA,0.0659851326559177
205,-0.028115530483074,-0.0837937589400725,-0.0261002699938111,-0.0307630051377602,-0.0265405160810709,0.0206969636227086,NA,-0.0381949111880859
206,-0.0174614068343309,-0.0713518778282405,0.0148449496990246,-0.0544549269765806,-0.010485536886455,0.0638610987326367,NA,0.0459644434201418
207,-0.026785754027193,-0.0336207729234184,-0.0912653533086873,-0.0417966143084299,-0.0120503679928071,0.0759041701742541,NA,0.0214518070916709
208,-0.0420490801397769,-0.07596749765531,0.00732583583035495,0.000620852916402514,-0.016089854619144,-0.00349229881546398,NA,-0.0583008492280097
209,0.0196311684351984,-0.0816614323332966,-0.0449765265506988,-0.0180331759134177,-0.0157395109186616,-0.0357057812264937,NA,-0.00787215951568243
210,-0.053722004736794,-0.0981912206468171,-0.00240704903198671,-0.0358686477217931,0.00210342705302924,0.0102488207612213,NA,-0.0489548578897731
211,-0.039882606893896,-0.107123311153461,-0.0132047351324188,0.0329063494391045,-0.00191393723153908,0.0526361301436534,NA,0.019897861895434
212,-0.0782244447655939,-0.116674019932244,-0.0213529923216082,-0.064049850876488,-0.0230009167796972,-0.0341224255498675,NA,-0.00476642405641536
213,-0.0388519955169196,-0.0518681403872252,-0.0103775922111,-0.0434203972980242,0.00856406953110525,0.00778605975072411,NA,0.192296749987838
214,-0.0102671343325554,-0.069554774708547,-0.0251082670528588,-0.0528755374955666,0.00848528567497324,0.0302842305720278,NA,-0.020945980291576
215,-0.00184079823457867,-0.125551650192786,-0.0230803720170198,-0.0266566544895908,-0.00448536500373601,0.0362178936581641,NA,0.00624338063931063
216,-0.0474153095614721,-0.126280858969486,-0.0127690427024354,-0.000565726112304987,-0.00663518980926409,-0.000113070128639398,NA,-0.131900516902787
217,-0.0137698557244912,-0.0714565124494347,-0.0180256396331469,-0.00619118946708999,-0.0384523284764257,0.0239712695574038,NA,-0.0334668479900341
218,-0.0429133478480923,-0.090412083365267,-0.0125654640159944,-0.0481227877150585,-0.019630097502813,0.08402891891836,NA,0.032027498267528
219,-0.00303800259397195,-0.122821862786829,-0.0694051932958728,-0.0478364609244153,-0.0335401814197873,0.0102937341251508,NA,0.0493531098552435
220,0.0523492695357625,-0.0667316838102373,-0.0166393132652411,-0.0837563110248076,-0.00989053182061889,-0.0643715807182934,NA,0.0235471532215148
221,-0.0234705071478474,-0.113984547220261,-0.016206128111964,-0.105057016585319,0.0163711014367841,0.0745055113764161,NA,-0.0350215207764562
222,-0.0331529384462427,-0.0797750020986798,-0.0135982025605276,0.00502059956302964,-0.0234603600860497,0.0658061385658717,NA,-0.0058210425609439
223,-0.0316200139677022,-0.0418261532321063,0.0229890991976044,0.00269434892442566,-0.0203653493909919,0.0652156472144122,NA,0.0425693966559228
224,-0.0802841914976632,-0.0944553615552626,-0.0985814707139615,-0.127888690717003,-0.0205323797628136,0.0624404334478636,NA,-0.14287354009561
225,-0.0654163280381482,-0.0768963950675686,-0.0260837474742889,-0.0279775755575723,-1.60017635309831e-05,0.0183063676035876,NA,0.125436190718212
226,-0.0830433837683027,-0.0597888955103082,-0.0171951677968224,0.0320118827256095,-0.0100598508653839,0.0630097553776864,NA,0.0206078973923407
227,-0.0545638972584547,-0.112706937104456,-0.0269846330437069,-0.0623070979540217,-0.00772196717564394,0.0157700178916386,NA,0.0329655900445406
228,-0.0121114791368346,-0.117688574211033,-0.018915640191462,0.0143545112026491,-0.00495014106537689,0.015157971182661,NA,-0.0328082333882477
229,-0.0356270085258491,-0.0676349716867362,-0.0283571694134335,-0.000902610635017065,-0.0204249708542083,0.0697654700549537,NA,0.0571311497423614
230,-0.0383448971779728,-0.0984445949418614,-0.0539074956412199,-0.00228196998594865,-0.00856331855359221,0.0397434939232433,NA,-0.0830118580389616
231,-0.0215062581068821,-0.0792760002997419,-0.0357369775477536,0.0318996341037277,0.0105627245164195,-0.0361290502937469,NA,-0.0380715944537659
232,-0.0701641324983952,-0.0500119115056733,-0.0484364823339295,-0.0618096799364839,-0.03144326361606,0.0329798450644653,NA,0.258452920912035
233,-0.00773830321471441,-0.12516431524799,-0.0169404581890313,-0.00937199408103484,-0.0173568084588279,0.0772280650866333,NA,-0.0381005873304586
234,-0.0252199199727557,-0.0905827865105214,-0.0606181938599713,-0.0720323058924986,0.0112208288241027,-0.000796313200069509,NA,0.0318588407965889
235,-0.0398078722412963,-0.0574464187173777,-0.0235692319619735,-0.0715546778675316,0.0135202917479356,-0.0328073736559128,NA,-0.0258026955529493
236,-0.0417718236663152,-0.050236157489649,-0.0408651943608692,-0.0185177488927425,-0.0238098061830525,-0.0359418631824601,NA,-0.0557311948378173
237,-0.0640248393841196,-0.103203965922857,-0.0052691456331164,-0.00904971358780476,-0.0306678051529209,0.00757235430260988,NA,-0.058300961105577
238,-0.00919302172810416,-0.0467267382126717,-0.0483489935792525,-0.0145876138146689,-0.00318009589666807,0.00985112029288995,NA,-0.00387956805112555
239,-0.016308409127429,-0.0787015989624386,-0.00709088119115149,-0.0384256944307276,-0.00173000635412319,-0.00847477364710456,NA,0.0929588273203698
240,0.00139967509328648,-0.10113117316417,-0.0231202560371288,-0.0199684587043013,-0.0214095253937873,0.00175615735448173,NA,0.0157788748058993
241,0.0140123590047977,-0.107841805032005,-0.0332120671700901,0.0030909543109186,-0.0192789791702103,-0.00663708804731583,NA,0.174518434049061
242,-0.0205635228275575,-0.0782925642342005,-0.0274481550710785,-0.0275487972247007,-0.0117743094448084,0.0306717474769582,NA,0.0277457009961373
243,-0.0262840037877296,-0.0953055002109636,-0.0276916338765895,-0.063147964644109,-0.0134876110207207,0.0262064416771232,NA,-0.0374652837359343
244,-0.0383409384071229,-0.06135882635249,-0.00101264189023108,-0.0495787522645299,-0.00436805840968264,0.00630048147882459,NA,0.0294862310672129
245,-0.0354697748471717,-0.022821953950689,0.00657099280489573,-0.0582437882810938,-0.000597801064794234,0.0010509512608748,NA,0.00582282563887676
246,-0.0574618422293738,-0.0699238118739588,-0.0103636082291844,-0.032798057522591,-0.0272115781904356,0.0459876733913712,NA,0.0969247325435136
247,-0.0201364825526552,-0.054477647013345,0.0109047412550449,-0.109067304044932,-0.0142608764203211,-0.0200428204096366,NA,-0.0230862575964313
248,0.00274178277595974,-0.104576299075043,-0.0405188503699613,-0.0513505832277339,0.000469554428388502,0.0405142789367759,NA,0.0510935021315199
249,-0.00853046069966301,-0.0735985243865034,-0.0337756935520955,-0.0122428168893046,-0.00764909210726145,0.0670390036308136,NA,0.0267154354044398
250,-0.0341933165213629,-0.0870996752207071,-0.0118183595489863,-0.060163001361585,-0.0015581885875063,0.0816032467988423,NA,0.0584059838825483
251,-0.0388689447847184,-0.0522182235222289,-0.0411707975611858,-0.0543364326172482,0.00229600805386521,0.00704417587278197,NA,0.0402643398755712
252,-0.0158494326819178,-0.102509481901676,0.0302145274768222,0.046422442964418,-0.0470313216164453,0.0327309196394269,NA,0.0375764431834525
253,0.0184573812459361,-0.0641245176844525,-0.0243055146722745,-0.0549515057464439,0.0144232166125058,0.0394172573362265,NA,-0.0912016481352695
254,-0.0473027390967873,-0.0468000599864701,-0.0502560827510133,-0.0165275545871,-0.0211323973362723,0.00239468008627633,NA,0.00478812092978159
255,-0.078487803506886,-0.101481326670406,0.022012278413162,-0.0904873472045973,-0.0116715206117501,0.00527751243282665,NA,-0.108555805500001
256,-0.0221168971156214,-0.101297318703332,-0.033219500130452,-0.0115455653392002,-0.0321241694535663,0.0464945235666068,NA,0.0711045896079191
257,-0.0438012142229792,-0.117881199413393,-0.0408319577860527,-0.0363459517801502,-0.0146324821519157,0.0943648762770957,NA,0.039580535125277
258,0.00433538008707771,-0.110448323095348,-0.0380866332608703,-0.0514702958197153,0.00498602880182022,0.0327544081542461,NA,-0.0559388454026191
259,-0.0195605160181896,-0.0599428033098279,0.004082801338504,-0.073841055142542,-0.0260235269420465,-0.00958757066266158,NA,0.00139158475714179
260,-0.0147724756741695,-0.0843912319275363,-0.0261018084533063,-0.0228076449156889,-0.00311296278339233,0.0555805681146032,NA,-0.00350760414618323
261,0.0033075363982394,-0.0898598621089785,-0.0191052000098495,-0.0447715849331003,0.000932310948684199,0.0377858598501126,NA,-0.0651185653951772
262,-0.0359853171936636,-0.0213709204111029,-0.013569327417036,-0.0611361322238074,-0.00222806427653617,0.000812165731133879,NA,0.0174097742348425
263,-0.0282107093148362,-0.0665596087007565,-0.000178027017163934,-0.0602905423712165,-0.0269802838246559,-0.0381772998197603,NA,0.134239748180286
264,-0.073939924076392,-0.0718354715753401,-0.0185307023203056,-0.0580786998689419,-0.017063944667895,0.101932124251907,NA,-0.00403817406078072
265,-0.00503703576622447,-0.0714207552987187,-0.0210414454152918,0.0156112669224916,-0.0206743440940322,-0.0513249082516078,NA,-0.0638082385356175
266,0.0249621697880224,-0.102933466470272,-0.00380211518063794,-0.0610500471701103,-0.0205318103538779,0.0621439104132395,NA,0.0225212331578714
267,-0.00125480458809443,-0.134056499856595,-0.0351276055380753,-0.0454845081019656,0.00403816331718594,0.0110554393787788,NA,0.0980114526387467
268,-0.0453759331288797,-0.104699323521369,0.00223804085669387,-0.037766731212517,-0.0294132249572493,-0.0202667353998016,NA,-0.0136805195506867
269,-0.0210573656082467,-0.0350580889375543,-0.0735580127405114,-0.0640036095938719,-0.0430021992137957,0.0456663238968785,NA,0.0543117121523191
270,-0.0486397754065034,-0.0640013259824757,-0.0478744973151962,-0.0498741997595745,0.0184747783164131,0.00380882392599971,NA,0.0137838403837259
271,-0.0560354823493947,-0.0933551417170301,-0.0260142599640173,-0.0932465090337576,0.00667748705802285,0.0334355377886303,NA,0.0367765772195314
272,-0.0230327485182193,-0.0792930108141092,-0.00123755088955831,-0.0847560024069742,-0.00775619418825568,-0.00677975669791672,NA,-0.0192279712637791
273,-0.0565499321575661,-0.0492580276175366,-0.0401931476486681,-0.0529483210215075,-0.0119826917507452,0.0512271475833593,NA,-0.0205785847228112
274,0.00562270496717471,-0.0690722472467526,0.005573738238817,-0.0596952736211827,-0.0106959593195813,0.0403221220328152,NA,0.106663547895039
275,0.022638372175836,-0.102975837518917,0.014203026201019,-0.0420354948676743,0.0154601761954859,-0.0114273599675274,NA,0.0132015657424311
276,-0.034769868664535,-0.0908435624411879,0.0182654106539613,-0.0586857493922547,-0.00350152914210549,0.0169483869026635,NA,0.0596695136718934
277,0.028337214324182,-0.0947246139891977,0.00107065759434409,-0.0270780658466013,0.00606844389744261,0.0014878063274347,NA,0.040084344256099
278,-0.0401666189921564,-0.023836234992422,-0.0582680857527086,0.0138661766946319,-0.00368700170835121,0.0680011165727546,NA,0.102916242726141
279,-0.0339248567869413,-0.0799709758181579,0.00295001148702509,-0.0132770850206792,-0.0114699354516208,0.0343596513829171,NA,0.0389091440698897
280,-0.029259377544593,-0.065567218886057,0.00736438439555344,0.0312765485217851,-0.0119040147230872,-0.00942571622122026,NA,0.0767952450245828
281,-0.0335007067950697,-0.149570392816316,-0.025891887113151,0.041985432600604,-0.00783671770545152,0.00925659941068632,NA,-0.0318498284200694
282,-0.0718194791827534,-0.117831086386549,-0.0722666921551398,-0.0515407831075343,-0.0215830583734555,0.043490655554511,NA,0.0851645225014208
283,-0.0307236387984305,-0.130447564723701,-0.0191288837434593,-0.0650671249437651,-0.046357762199597,-0.0424487189619129,NA,-0.0241339656432215
284,-0.0125309029539061,-0.113952143772092,-0.0286240443731394,-0.0102491873967861,0.0167722438353602,0.0197972095987071,NA,0.0889020828936917
285,-0.0669356384746203,-0.0824382318569265,-0.00445769624076166,-0.0606885504820858,0.00702347706821971,0.0488946883270154,NA,0.0659807987690886
286,0.00218743569962762,-0.110590637110024,-0.01022916418062,-0.0677834709529691,-0.014963151978906,0.00263428239983965,NA,0.082846974087985
287,-0.051122577769034,-0.0997045813470452,-0.0390319234827658,-0.0100571318291266,-0.0105543749590588,-0.0287437815658899,NA,-0.0356087416826953
288,-0.0260131326413593,-0.0809479645101212,-0.0222799176596376,-0.035943501124162,-0.0207908017637753,0.0554894131558107,NA,-0.102709680859231
289,-0.0282299809495559,-0.0461766467229017,-0.0182046444004045,-0.091074584839884,0.00068279226873242,0.0520701893238546,NA,0.0599948881981839
290,-0.0117684368011451,-0.160433720580009,0.0240942719038581,-0.0887511720909794,-0.014286059565791,-0.0413225602184863,NA,0.108388105612886
291,-0.0287445923716879,-0.0648186762400869,-0.0457652027966708,-0.0784041833406657,-0.0175674758265085,0.0597537526398835,NA,0.0637265314354515
292,-0.0995832470868341,-0.0861806371669009,-0.00946524825745114,-0.0146768279507614,-0.0160686937161546,-0.0342428213025343,NA,0.0762765835770662
293,-0.0415295329711343,-0.0254723885506528,-0.0346144137390376,0.0057421802223987,-0.0143096074649487,-0.0140033970106965,NA,-0.0503365923442886
294,0.00510649288476847,-0.101137124581798,0.00878739384167472,-0.0216537428844115,-0.0157207501240427,-0.00278797579019119,NA,-0.0659693786052713
295,-0.0425984663767878,-0.0873491437273707,-0.0508334083164174,-0.0478002392640787,-0.0189024118333911,0.0290673784916253,NA,-0.0326297566668887
296,0.0101061138381115,-0.114498056225819,-0.0261906160319054,-0.0492011276197618,-0.0172083057085963,0.0338371131137748,NA,0.067701449888969
297,-0.101338570120289,-0.068173679370814,0.000728427801494305,0.0494055918819865,-0.0183890049984381,-0.0107664814249569,NA,0.042574617818152
298,-0.0394812272556427,-0.0795260466395962,-0.0129765309290466,-0.0366924902732628,-0.0209901234291126,0.00567902489005873,NA,0.0426058407897262
299,-0.0813968201554344,-0.0908309530352613,-0.0399460923864908,-0.0550778493456157,-0.0154200014734554,0.0622238242068358,NA,0.0149445880577881
300,-0.0809509225290394,-0.0849044831332642,-0.0229389038271211,-0.0367448891249577,-0.0103796011133182,0.0282501084872742,NA,0.0704495540518784
301,-0.0432455297634553,-0.1213169519994,-0.0547357571601954,0.0626640897732947,-0.00931970876207335,0.0326544047770803,NA,0.0544854235332721
302,-0.045592166592537,-0.126749846459847,-0.0644415930422227,-0.0881005919385117,-0.0243812441706101,0.0199146566950353,NA,0.10789989283197
303,-0.0830841440544323,-0.0631889310042764,-0.0146398432416096,-0.0669406390055915,-0.0298990426284017,-0.0205398708879141,NA,0.0554044274957849
304,-0.0323257852156672,-0.0735246734092891,-0.00423167844372246,-0.043813230202264,-0.0137784776673521,-0.00503848254288994,NA,0.0798764415963595
305,-0.0256831286736378,-0.0342935465596792,-0.0137208009945227,-0.0644308959648905,-0.0325755770827302,-0.0155509267109356,NA,-0.0305144474884662
306,-0.0482243568065423,-0.0699034759062879,-0.0205061640864546,-0.029731872434449,-0.0196690709705302,0.0146394722044325,NA,0.0497437360924229
307,-0.00687161226229828,-0.0942949662111192,-0.000771435324565445,-0.0559241930194589,-0.0118641263683973,0.00264557038276245,NA,0.0501237252647234
308,-0.0826098137577173,-0.0936761561738653,0.000433601749609006,-0.0866522395688472,-0.0282799021055131,0.0529757569467831,NA,-0.132667417121852
309,-0.0498845315333534,-0.081934829627107,-0.0266442262944809,-0.0148893774737015,-0.0338914068981913,-0.0428910296160507,NA,0.0472327763933969
310,-0.0395732943782218,-0.0872883849421747,-0.0612541861669473,-0.0314946139043785,0.0109882895804098,-0.0148569397201594,NA,0.0141067374949393
311,-0.0272002390782425,-0.0844164305469574,-0.0184262842126808,-0.0333931206234897,-0.0405009879623617,-0.00716100223481742,NA,0.0974306717814859
312,-0.0454590097223674,-0.102363801500447,-0.000880580389163318,-0.0735338867636414,-0.0258578156981345,-0.00945774066747238,NA,0.036265051046848
313,-0.0107453177490981,-0.121559929652304,-0.0344969851290183,-0.0991295840131403,-0.000257299258385045,-0.0310032131952226,NA,0.0513907658759827
314,0.0286472014424634,-0.0982016493028153,-0.02842808133849,-0.0117401037573602,-0.0299627579650483,0.0187199444961434,NA,0.0227283568335607
315,-0.0238155972758277,-0.0468926708886198,-0.0237999523189227,-0.032570938521241,-0.0122896400151704,-0.0240215176847182,NA,-0.0153302536458442
316,-0.0434192244260138,-0.12651292745844,-0.0207591329023549,-0.0284925053979783,1.32572706333933e-05,0.0582102086796689,NA,0.00300785007586851
317,-0.0231362019815555,-0.0677669389060385,-0.0383375861127597,0.0170157579732823,-0.0165393778210495,0.0204703559058295,NA,-0.00869869070919477
318,-0.0421791208926424,-0.0596655515837202,-0.062160198740486,-0.0364377320731974,-0.0148371463760776,0.042252355735157,NA,-0.0450260174469395
319,-0.073004899453086,-0.101083404897328,0.0122677300241936,-0.0957329279306648,-0.000870428456029783,-0.039720522265324,NA,0.0255945419787075
320,-0.0769894115311008,-0.108107920049478,-0.0171107635042515,-0.0587702794591098,-0.0250888187860799,0.0530061771430551,NA,-0.019399757923562
321,-0.00527743131317135,-0.0774882546791774,-0.0160119748586036,0.00810590317107107,0.00565621684068522,-0.0382325949310375,NA,-0.0846051206163931
322,-0.0381944918453208,-0.12454137908709,0.0324278290185243,-0.0877009327329905,0.00815947121474301,0.0548762751975827,NA,-0.0263843923333057
323,-0.00158122226693083,-0.106179780426089,-0.058671728169244,-0.0962578818160038,-0.00363789756001211,0.0215907096817813,NA,-0.0364190151264402
324,-0.0221907102061905,-0.0988655637433827,-0.0303972976473533,-0.0426051013193913,-0.00706215282538057,-0.0329445412130561,NA,0.0306944764136799
325,0.0212094828721227,-0.12831768058483,-0.0291897696134008,0.016315005734818,0.0162945038727463,0.0379985934049483,NA,0.0315751047332181
326,-0.0734029747363169,-0.102314175037174,-0.0267542633450696,-0.150177402102345,-0.013334902736472,0.0141231258880511,NA,0.119342877806597
327,-0.0287398958763002,-0.0948306954121009,-0.0423006883218437,-0.0340158173823963,-0.0256449543198708,0.00559679140083097,NA,0.0468941249776188
328,-0.040665788955001,-0.0812419477715948,0.0125693330358918,0.0095757327423191,-0.0324681707936834,0.0271293515775625,NA,0.00844235956527928
329,-0.0760185307657144,-0.0755042906566876,-0.0313943784383142,-0.00645945031260312,0.00844794357977015,0.0498267322804473,NA,0.0185488404413032
330,-0.0230241238031678,-0.0431001465730122,0.00515050657274976,-0.0230192964298443,8.07877246780525e-05,-0.00618424239436308,NA,0.00695114710301203
331,-0.0761067210748765,-0.107229029830502,0.0388259059907046,-0.040796206295681,-0.00895448257085155,-0.0677063045009038,NA,-0.0395937701749723
332,-0.0954679435784662,-0.04281569614322,-0.00173258825298246,-0.0212259480860248,-0.0142630193023146,0.027345617963686,NA,-0.128314122610816
333,-0.0641267881590386,-0.029789153199502,0.0143514325872583,-0.0827013172775183,-0.0172070593192898,0.0659128206258998,NA,0.0407293250926679
334,0.0519363405019884,-0.0766657984069156,0.0268717387252798,-0.0619992503895669,-0.0210217464537338,0.0437838089697048,NA,-0.00611260140246062
335,0.046620764075162,-0.0748062891044413,-0.0264750159191629,-0.0372885088540792,-0.0300279003130077,0.00710369904796998,NA,-0.0536228918747998
336,0.016088247061782,-0.11969629870548,-0.0197824076054583,-0.0366709521861324,-0.000984178182808992,-0.0152815017589952,NA,0.103251675939441
337,-0.015439333777352,-0.0662780078679391,-0.0177549134603104,-0.0808753625501142,-0.0103411837937436,0.0309019316725838,NA,0.0975730978911837
338,-0.0263259204291944,-0.0902377909837108,-0.0176639109260917,0.0125930909947632,0.00805438487291954,0.0328091892152093,NA,-0.069701327768213
339,-0.0168976698866936,-0.053527689743067,-0.0262552340862536,-0.0663784834903657,-0.0209555601382917,0.0285888090219815,NA,0.0305085200448782
340,-0.00215046111927195,-0.0909766057475124,0.00624488718865834,0.0354149378056034,-0.0457031883896813,0.0403834365676691,NA,0.0828279572297275
341,-0.0854312575323589,-0.0998554181399021,0.0268855186727921,-0.0926590292564067,-0.013710159331358,0.0367761657658639,NA,0.0543865252918149
342,-0.11809985215344,-0.0756340783741812,0.0188141671738119,-0.0338680067691078,-0.00763924157842077,0.00270411648409113,NA,0.0243095935919475
343,-0.0373258193094064,-0.082732707632209,-0.0367617010658778,-0.00689938417448893,-0.00122827764185051,0.0535260387396706,NA,-0.033260562434684
344,-0.00341313873210794,-0.0718341583453643,-0.0440227452229393,0.0151026496475007,0.0037759007098959,0.0105585349771401,NA,0.0823345304023052
345,-0.0539590240652875,-0.0793710226168307,-0.0543598651968896,-0.0122736139198679,-0.00126962335841919,0.000886481969438635,NA,-0.0684311075267339
346,-0.0277002469115869,-0.109436963227822,0.0186314450494441,-0.124070034609434,-0.014538680239166,-0.0106002598325161,NA,0.0703790248784366
347,-0.0315649134594313,-0.0835223415628628,-0.0261365964308326,-0.0560980207669151,0.004684209149155,0.0541146567698229,NA,-0.0284715978207464
348,-0.0600171606402615,-0.0845688916272088,-0.0553105042138215,-0.0621273011755726,-0.0461240761226534,0.0129099076010083,NA,0.04722165497359
349,-0.0669760927782874,-0.0230711137031664,-0.0530932595498911,-0.0015722788169511,-0.0340137078248132,0.0244695632871192,NA,0.0452448445387513
350,-0.00193164671502544,-0.074039618267562,-0.0547356733966966,-0.041308375942659,-0.0301842643933342,-0.0510692174890632,NA,0.0173671216068866
351,-0.000372746455829825,-0.0814405854877864,-0.00555985762569104,-0.033701147462403,-0.0261820677124105,0.0493489109424597,NA,0.000494641456940614
352,-0.0125685542569831,-0.0485554727679717,-0.00740239134659734,-0.0688745033486724,-0.00555911455002787,0.0415725989441574,NA,-0.00693282021890174
353,-0.0267094840432075,-0.0934457876397097,-0.0423652977359226,-0.063151296651286,-0.0347427620201049,0.0958530900977423,NA,-0.0989088474020387
354,-0.0101649173811924,-0.122718898616701,-0.0409953574017843,-0.0269013858681424,-0.00595654085202202,-0.00323668333026897,NA,0.0274096017759522
355,0.00422435381274169,-0.0860415910760607,0.0113087356818107,-0.107019728138982,-0.0164643231708915,0.033458409790568,NA,-0.0538339714442337
356,-0.00829710567844691,-0.123493149938092,0.0115807245348356,-0.0888103047575863,0.00277000194592351,0.0732702865961475,NA,-0.0708366396774108
357,0.0245259414301756,-0.0494846154471805,-0.0399003505192184,-0.00897203981234679,-0.0360272260817893,0.0458649165301703,NA,0.0743570401464635
358,-0.0905763733572913,-0.0461950785425582,0.00266257296240532,-0.0447044330180118,-0.0189028336734603,0.0442645728254204,NA,-0.033788558027935
359,0.0238511007856347,-0.0675325019265875,-0.0382165472582684,-0.055116229974818,-0.000124162084783032,0.0407433572559563,NA,0.0713707747516677
360,-0.0266787970954567,-0.109604129881645,-0.0260665268293322,-0.0567208373323671,-0.00238517144385083,-0.00915003545754683,NA,0.0427552407666857
361,-0.0521039461088591,-0.0618151891276129,-0.0548321765022419,0.000543068338562325,-0.0294687478438775,0.0422205428546332,NA,0.0558210606619163
362,0.00775613776204559,-0.117093460436554,0.0018564900746547,-0.018611398257816,0.00496821362547494,0.0109014403967904,NA,0.0956827637959856
363,-0.0173008156890272,-0.161437645742596,-0.0184412022677517,-0.0813556026850016,0.00617371606797243,-0.0143419226848853,NA,0.115460454645188
364,0.0601248705915681,-0.0708950019229744,-0.00785481800954918,-0.0303305285718401,-0.040514034519658,0.0162511079883076,NA,-0.00856879632876539
365,-0.0693413714592835,-0.0854973915669959,-0.0201016853121711,-0.00878873381503151,-0.00167417586045483,0.0359405641936378,NA,-0.0479032875599775
366,-0.026509304068144,-0.0835826156954315,-0.0159580873432475,0.0168970110634625,-0.0315406459183307,-0.0269497764904379,NA,0.0751803218039584
367,-0.0328721641512764,-0.125363753905497,-0.035941538516192,-0.0139503190205317,-0.0238818023940786,-0.00281712108898707,NA,0.134828963219401
368,-0.050223665095326,-0.0432569359672673,-0.0194057817977047,-0.0543505767320459,-0.00486291180639647,-0.0317971918930589,NA,-0.0186606875780455
369,-0.0604100820270201,-0.106295175533072,-0.00499969347140844,-0.0387355089418464,-0.033224474921109,0.0686643412169888,NA,0.0853034953608147
370,-0.00430059579967662,-0.138025276759265,-0.000141763162542774,-0.0198802619726153,0.0104427579947582,-0.0219301001556798,NA,-0.042647600499891
371,-0.0190102931521172,-0.107992896543295,-0.0120286025402935,-0.0380709640916879,-0.0223218982445275,0.0556627696376098,NA,-0.0238926899827049
372,-0.0684269418060255,-0.0907167212985948,-0.0188229642048715,-0.097555314392299,-0.00794000403777174,-0.0375908306451662,NA,0.083560011970694
373,-0.0107865096286587,-0.102080655069309,-0.0345986262825151,-0.049074013015653,-0.0111010427218217,0.0253788210942912,NA,0.0152087528985904
374,-0.0198436781191845,-0.0833125109743604,-0.0298551383581537,-0.042378957479466,-0.0232317781669472,0.0264122873017384,NA,0.0149506540073812
375,0.0260469584665251,-0.0705834684252125,-0.0372230343731579,-0.0246036406525773,-0.00980904388408208,0.0191743521621244,NA,0.018730963811812
376,-0.00229562805228165,-0.0974523976111416,-0.0018814266146636,-0.0496631541921242,-0.00265393776544481,0.0123787587615612,NA,0.0228417761748475
377,-0.0590673818836414,-0.0708183628296815,-0.0173082834910287,-0.0460228041734939,-0.00767395457501852,0.057139254275154,NA,0.0479846658766027
378,-0.0803644849555285,-0.0773184041159751,-0.0421456674388781,-0.0582239065094777,-0.0284467076848834,0.0256116926901371,NA,0.0342973950767467
379,-0.10397051287395,-0.0481696377058382,-0.0272119232596167,-0.0785318040132573,-0.00530352263659415,0.0579123040645343,NA,0.0677755334907901
380,-0.0606671684794573,-0.124660154528472,-0.028414264314442,0.0239262315487786,-0.038276494195174,0.0319922759344566,NA,0.0336404461777314
381,-0.00814615026675664,-0.0640302102860311,0.0043484488439466,-0.0221710797068863,-0.0163016172735453,0.00972687885506565,NA,0.0406928905221771
382,-0.0304721453663914,-0.114218448794402,-0.0356655393125557,-0.108803343720428,-0.0142921964731814,0.0761902960402921,NA,0.119887399472237
383,-0.0760506851687303,-0.0765975729624711,-0.0197146201662454,0.0466569026988485,0.0157676903443032,-0.017745970175282,NA,0.0775007050757577
384,0.00944350327068838,-0.126861522318584,-0.017120979989342,-0.0151009083265752,-0.0123584909322521,0.0517640165158402,NA,-0.0575807766904519
385,-0.0293917958902905,-0.0504736553263308,-0.00380136031654522,0.0210893526628393,-0.00756341724637714,-0.0046256605035781,NA,0.0724557423696202
386,-0.0503969175335471,-0.0672288382208672,-0.00436505996433816,-0.103870498086039,0.00142591193875125,0.0355611758094932,NA,0.0564581035782929
