"replicate","nonmucinous_low","nonmucinous_high","mucinous_low","mucinous_high","GCA_low","GCA_high","SRCC_low","SRCC_high"
49,-0.0346016756719285,-0.080890818519939,-0.0292254543423396,-0.0561621212870425,0.000467394802212411,0.0432373554347071,NA,0.0545583086128114
50,-0.0332444126568553,-0.129042214433991,-0.0371780830341974,-0.0169096034320301,-0.035514756644227,0.0193854782573489,NA,0.0462932471686255
51,-0.0643531680202266,-0.10333010451115,-0.0386290680716396,-0.0445021852367849,-0.00745839375724005,-0.0247490662972531,NA,0.182596908727416
52,-0.022493106581523,-0.0616894894986409,-0.048544395857717,-0.0648719803928547,-0.0044331423269047,0.0458046016920786,NA,0.0282161394917784
53,-0.0491727116448469,-0.111871305311855,-0.0368232189049588,-0.00524375388951948,-0.00523267661278509,-0.00414525789787848,NA,0.025602622708128
54,-0.057287923312885,-0.0827647470064721,-0.0428928585463881,-0.00677121715424803,0.000485315807824835,0.0604260519332338,NA,-0.0737914617988963
55,-0.000609697390602432,-0.0811788803107053,-0.0247417812465492,-0.058445350593102,0.00140803662130294,0.0137721154516821,NA,0.0412384390180804
56,-0.00399593709477505,-0.0934869600640973,-0.0680715069787361,0.04175854976491,-0.016495608234749,0.0399287130780204,NA,0.0793762336972789
57,0.0321408281708543,-0.0752067023771956,-0.0439949853298391,-0.017611007865708,-0.0124299627256983,-0.0715505776293831,NA,0.0613111696071434
58,-0.0321938840021188,-0.0894314139779485,-0.0183080330256868,-0.0463056335515654,0.00852896265545337,-0.013060061812608,NA,-0.102338896439154
59,-0.026097237874265,-0.111078013030584,-0.00924479182839755,-0.099490122745966,-0.0319331967553377,-0.0181318893006815,NA,-0.0100548799848289
60,-0.0723301067043647,-0.0709075826956441,-0.0105925559256869,-0.0961132249884227,-0.0294029580347583,0.048982366865281,NA,0.114815038827592
61,-0.0208403613683043,-0.10418876235688,-0.0375703655997255,-0.0185305307273634,-0.00970180510880755,0.027703238827614,NA,0.0809635502618287
62,-0.092728542662609,-0.092050127615817,-0.025526403545839,-0.0244347399350291,0.0183388665680891,0.08260093940271,NA,0.109551776918872
63,-0.0329798461554808,-0.105247722644154,-0.0400869692828457,-0.0726507427220929,0.00967352168058774,0.0137733532119263,NA,-0.0520926203364332
64,-0.0767270735465568,-0.0810117227043583,-0.0234929520955071,-0.0388651626435866,0.00157346737415465,0.00852171016226588,NA,-0.0525049022632014
65,-0.0644869677644276,-0.0602468356332556,-0.0235341063905437,-0.0499274910115678,-0.00985482437476257,0.0742070921164462,NA,0.118587625819571
66,-0.0279442577090283,-0.0935879712999748,-0.0360747810820861,-0.0316030304787587,-0.0282835649458974,-0.0128060555848795,NA,0.0809029015021796
67,0.0136703494103855,-0.10762496502155,-0.0362795171706958,-0.0271770424691635,-0.0236058542424919,0.00176519942888151,NA,0.0573170713238816
68,-0.00999879982125461,-0.109781144296499,-0.0649152390805394,-0.0395403273830952,0.000961852790739778,0.0637051027599885,NA,0.00876603946177262
69,0.000769517790772778,-0.0645383175316319,-0.0194433231823365,0.0532998225228595,-0.00445945575825259,0.0418584611067895,NA,-0.0212460893692265
70,-0.00389505314733601,-0.0944126941475649,-0.0325982215528592,0.00217324338348085,0.00729212058579679,-0.0138822875869158,NA,0.0279192829345586
71,-0.0358341446680889,-0.0967273736276769,-0.0301712046571053,-0.0469005688783107,0.0154598199068119,0.0355628159496453,NA,0.174146859149048
72,-0.0488974446381864,-0.105481033915141,-0.0177137096241432,0.00806313546928111,0.00392763124662845,0.00427359719000583,NA,0.0990296172470445
73,-0.0428870750661422,-0.00990811645185213,-0.00337327240299201,-0.0472888104947456,-0.00532227902896713,0.0405969345865982,NA,-0.0170991677308225
74,-0.0648645335185256,-0.10097568536205,-0.0366340809354817,-0.0348640425996488,0.0139098521132892,0.0501133564768595,NA,0.0149775209649858
75,0.0225001650064589,-0.126972744700354,0.025707718334788,-0.0262899329216865,-0.0145374884194775,0.0720389414338153,NA,0.044109478027419
76,-0.0253919585252707,-0.0851189491441808,-0.052175262047731,-0.0956798524670907,0.0078046105294334,0.0040070138354045,NA,0.0506208583242647
77,-0.0517166444326545,-0.0649286442270866,-0.0162311786149328,-0.0641189590900941,-0.0203425126747594,0.036356818804752,NA,0.10071042020769
78,-0.0726906001441625,-0.114559063908034,0.0164775261172827,0.0218134044306756,-0.0240371520302823,0.0284021268476252,NA,-0.0732557104017086
79,-0.034822468036827,-0.0701201790828845,-0.013299238256164,-0.0245639068210939,-0.0125848258063183,0.0395874853706236,NA,0.156724202201946
80,-0.0580513527903122,-0.0912759704404685,0.00646758804455669,-0.0809326618148752,0.0126467379297133,-0.00507464017750472,NA,-0.0817491550864182
81,-0.0885493599494248,-0.059294935467671,-0.03122277664391,-0.0215021728852954,-0.0212382313395842,0.0148413794205287,NA,-0.0813085361579031
82,-0.0581338568945149,-0.17099423637708,-0.047327937507512,-0.0230579506780404,-0.00578091487023385,0.00707826107524454,NA,0.0857074484601246
83,-0.00239796002207847,-0.0760871382929963,-0.0267802219908795,0.0133918105929264,-0.0304629007429876,-0.00446496660307549,NA,0.0212273824309353
84,-0.0225756010126786,-0.116847206600985,-0.00501716739658983,-0.010837805482193,-0.00805655633250386,-0.0143937307980517,NA,0.0758613297517575
85,-0.020308920304367,-0.0220565738573071,0.0210076913266535,-0.0603800530351269,-0.007036038857227,0.0126284770601543,NA,0.0549785370669945
86,-0.0951147989719651,-0.104122026594954,-0.050716901069219,-0.00685645231295254,0.00601703657280109,0.0360774882423033,NA,-0.0132445222440968
87,0.00247612751232221,-0.100085585358479,8.66811200023188e-06,-0.0314108105569649,0.00418194264704295,0.0824924397824245,NA,-0.00164028737758121
88,-0.0024639817965445,-0.0977534207935761,0.012467187648813,-0.0800637216316032,-0.0133236745835211,-0.0040393152258052,NA,0.0422007517390504
89,-0.0953096337698473,-0.146949117611598,-0.0306502445614883,0.0199355693850889,-0.0180762688871467,-0.0112544758285842,NA,0.0632426451786702
