"replicate","RD_3pct","RD_4pct","RD_5pct","RD_7pct","RD_10pct","RD_14pct","RD_20pct","RD_28pct","RD_40pct","RD_50pct","RD_P10","RD_P90","interaction_1","interaction_2","interaction_3"
62,0.101129293590841,0.0642613800902909,0.0357399735916535,-0.00240318506753944,-0.0237518903707043,-0.013145959164244,0.0163730868946604,0.0224209651573197,-0.00110274311892342,-0.0235878122436767,0.0172617313120288,-0.00786231800745647,0.0258710281905124,-0.179449539439402,-0.021352911523793
63,0.0328032775167608,0.0122869512615567,-0.00309525308657105,-0.022474827555269,-0.0335122275963123,-0.0302703184339306,-0.0156862996462719,-0.00787673351108558,-0.0137109624848153,-0.0215264965702103,-0.00777937642999861,-0.0180196678172873,0.0143552907213883,-0.0920985304823693,0.00188029755383693
64,0.00387389318874577,0.00771263553530524,0.00965702573851936,0.00612007522422498,-0.0132418731961423,-0.0519095340202681,-0.0908503662178251,-0.0859172294378275,-0.0334779583017383,0.0122175468360756,0.00961689750118707,-0.0125363398669212,-0.155641500764965,-0.0374623536870057,0.00833970584524941
65,0.0235411771776774,0.000248583239254422,-0.0161419518833105,-0.035513946701001,-0.0453802175339996,-0.0408741698222787,-0.0252489024251709,-0.0143715380623825,-0.013871414102246,-0.0168490649377434,-0.00843185047507487,-0.0153474246286287,0.0146013218419636,-0.084930871123039,0.0199857857946101
66,0.0410791276405937,0.0229563432499109,0.00890411840233352,-0.0118966219558344,-0.0323682760799228,-0.0487901047663355,-0.0562357823785114,-0.0445458513001757,-0.0156539265507418,0.00653942280164307,-0.00144645615788775,-0.012048736059656,-0.0760559674655233,-0.0954621260009396,0.0200526670320854
67,0.02536854135198,0.0102921477440102,-0.0013478021637125,-0.0169086035523892,-0.0263670952616825,-0.0240951865730778,-0.015023516954085,-0.0178839539282867,-0.0360462631077389,-0.051170152899716,-0.00957467733545291,-0.0371881070892664,0.00418047041168635,-0.0917051656030799,-0.03505242775715
68,-0.0127348659225431,-0.00953748548217103,-0.00778088184051564,-0.00686906812606764,-0.00895237415635754,-0.0145094516545532,-0.0236477586596315,-0.0340478720542144,-0.046080629307756,-0.0538890420919348,-0.00962267242957343,-0.0499116715256063,-0.0262657288554444,-0.0254855735028203,-0.050480444311289
69,-0.0308703991149885,-0.0223063553347747,-0.0157105755573293,-0.00735108018374465,-0.0040018692678289,-0.00957464198521157,-0.0177877791460115,-0.00523782572311296,0.035333598818806,0.0680995639093721,-0.0120405605496106,0.0473233213855981,-0.0209563331999354,0.0772022651070536,0.0776423215812315
70,0.0129622673562763,0.00805808104657414,0.00414694151578936,-0.00283651103720575,-0.0131604083609156,-0.0270265734672259,-0.0393302975061431,-0.0338520161854729,-0.0075814427633197,0.0149736458690686,0.00305176970483574,0.00592263209132991,-0.0607107935262235,-0.0326589903528131,0.0187412995867248
71,0.0898349532259375,0.0629720303186994,0.0421468620286609,0.0120128323844743,-0.0144926334593646,-0.0303266779355233,-0.037520362282401,-0.0420305168159043,-0.0474573068795476,-0.0510241204503313,0.0215788716441509,-0.0477653562649284,-0.0781710160950379,-0.188997885148271,-0.064847242945966
72,0.0124331316331867,0.00502427015035697,-0.000794884245372971,-0.00992014889023683,-0.0203874824496932,-0.0311237854195078,-0.0387696573044973,-0.0349661838517201,-0.0197144875316719,-0.00735422600494082,-0.00088780370920411,-0.016339913509137,-0.0493421061527337,-0.0470318091465379,0.00265774922117665
73,0.00465148349591228,-0.000243457188684781,-0.00403345112617867,-0.00894066620320352,-0.0106487093187078,-0.00637501144256215,-0.000162555505881933,-0.00913571783904093,-0.0372639998239377,-0.0597404140285651,-0.00756427495101465,-0.0436270036914231,0.0209104983267447,-0.053479815420066,-0.0520373782509586
74,0.0126002259354722,0.0131953149237325,0.0135219682438087,0.0112598977504334,0.000243941531834642,-0.0228195990997491,-0.0524077687339093,-0.0686374695425103,-0.069707688971645,-0.0657988023698036,0.013258992225394,-0.0678159956757173,-0.0933921606389901,-0.0817128819672311,-0.080077207320644
75,0.0294087292870898,0.00903360766380589,-0.00674056264267227,-0.0283993381636558,-0.0428739012950646,-0.0428987460843568,-0.0355778773560831,-0.0391509585255861,-0.0564353271294264,-0.070792163879987,-0.0208953801434712,-0.0602869898785179,-0.0113786728338536,-0.125635452078188,-0.0440428834124358
76,0.00724331244128697,-0.00256351658744014,-0.00970955109978155,-0.0191916399521898,-0.0267894859196833,-0.0311763971552979,-0.0346996742126305,-0.0391724244576263,-0.0452846388407959,-0.0494833725585414,-0.00238878609623253,-0.0468154447001305,-0.0358896427398687,-0.0647989368363659,-0.0347507303889274
77,0.00709590104433926,-0.00514995073691774,-0.0140884709453975,-0.0243800556291283,-0.0277747047931913,-0.0209034391774317,-0.0109017545941372,-0.014011407539221,-0.0318528852167449,-0.0468677642698659,-0.0151658025387857,-0.0358009509438038,0.0182292969129842,-0.0571763968161138,-0.024814777025698
78,-0.0123494229041942,-0.00939061217470368,-0.00731933273605269,-0.00657236358715138,-0.0122373816079163,-0.026715449372339,-0.0457254648125385,-0.054895676282161,-0.0523518281863197,-0.0472811478339956,-0.0066825283971702,-0.049668951459197,-0.0573992258488192,-0.0349528272013971,-0.0424127839116075
79,0.00937931231898377,0.00223200599204644,-0.00371163537304034,-0.0140961870935446,-0.0280536488163587,-0.0445990973060957,-0.0593234066080783,-0.0616997036843304,-0.0530138476317445,-0.0444772844294275,-0.000490699488006266,-0.0507423236664045,-0.0753676586558531,-0.0758643152913154,-0.0318156879480932
80,-0.0202599003807992,-0.0181059035121398,-0.0173413332259264,-0.0190346903441245,-0.0264826187788201,-0.0404122617168679,-0.05385281965155,-0.0493331075098175,-0.0246852267553351,-0.00415021683364388,-0.0176669024342514,-0.0187333997264408,-0.0566198225589497,-0.00482111511804311,0.0164499802900678
81,0.0433386386469262,0.0227117038716534,0.00672198697502515,-0.0158582016314,-0.0329109099659953,-0.037221486650051,-0.0274913640478482,-0.00970584674170306,0.0139035853528733,0.0297944036309228,-0.00746357773050453,0.0164010202476882,-0.0268531446070417,-0.0750216353834087,0.0487113765984192
82,-0.00310726405983487,-0.00727213457563485,-0.0105026591256665,-0.0155526027083858,-0.0225214975002055,-0.0323812108640191,-0.0461698610378725,-0.0568327662036284,-0.06337994185285,-0.06623911455172,-0.0155714550450825,-0.0641496684396922,-0.0403974233927514,-0.0794491415921527,-0.05383295538954
83,0.0312070503068372,0.0132171391531043,0.000538431970758254,-0.0139885666917339,-0.019832293472283,-0.0143460460986436,-0.00866205751341819,-0.0183080777043902,-0.0443348011936547,-0.0650305050393382,0.010208150527524,-0.0533721308506666,0.00571582768754761,-0.1034357130941,-0.0562176146566672
84,0.0272823907168141,0.00879314693266726,-0.00458127085222647,-0.0218311214865841,-0.0344126880323783,-0.0391459139892921,-0.0365554274337494,-0.0277459416324881,-0.0136195826778524,-0.00346176640128135,0.00445640566698708,-0.00862865519446511,-0.033545121619534,-0.074387251247431,0.0175737790950959
85,0.0111856649328246,0.00109914298326287,-0.00672295923618913,-0.018136009327779,-0.0284259687102612,-0.0349921922391164,-0.0382926777836359,-0.0408522140382613,-0.0447130664762552,-0.047485875875999,-0.0139421650563332,-0.0459732226345596,-0.0220543418853953,-0.0896510663045319,-0.0289195164853168
86,0.0443100058037979,0.0317009559034482,0.021917383634992,0.0069990110132232,-0.00944060172506267,-0.0259247955401997,-0.0396690646603697,-0.0370995611367773,-0.0174173618167579,-0.000832026478831172,0.0146046528105414,-0.014137616420126,-0.0773683774226002,-0.0860537899646688,-0.00866904339812113
87,-0.00688128371326995,-0.0203793169904624,-0.0292887283429219,-0.0380830820493577,-0.0383852891132152,-0.0271630120278391,-0.0102060516558874,-0.0121091320072537,-0.0411934289766136,-0.0672251780701128,-0.0240252933420818,-0.053515437227842,0.0513268878366473,-0.059991115303781,-0.0309591064469584
88,0.029728743318834,0.0178136050252283,0.00841975529761491,-0.00620646497168576,-0.0226161282447343,-0.0391677067109705,-0.0540081819978631,-0.0575348786408525,-0.0492162665348551,-0.0407672172632755,0.0136238967089854,-0.0464624129002239,-0.0735288632729469,-0.10441091959549,-0.0361496173474109
89,0.0225706660238421,0.000610166327043631,-0.0154227290044075,-0.0335884579808265,-0.0384851616564521,-0.0239563412391961,-0.00367397896877523,-0.00696417266423375,-0.0357223800145149,-0.0606095225533106,-0.0152992432441985,-0.0447066755100354,0.0449025275837627,-0.0953037159528977,-0.0303577480292295
90,0.0643517253630148,0.0421804366654571,0.0249855217238525,0.000651677105533974,-0.0167991878609246,-0.0184460661843134,-0.0072230864057796,-0.0077109754690737,-0.027961958736085,-0.0457051517275234,0.00642956381532966,-0.0325460539084173,-0.00674954101204939,-0.145615561956925,-0.0456893303196571
91,0.00752471051113787,0.00235949418332805,-0.00155512640068189,-0.00709482552565547,-0.0121897094609647,-0.0160182203110038,-0.0195450122588958,-0.0231264129963882,-0.0272825642004579,-0.0299747078022799,-0.000405632963049983,-0.0275529268044825,-0.0274522639221982,-0.0382731940301922,-0.0247136295259659
92,0.00718413847704952,-0.00713711702939354,-0.0173105464054954,-0.0291784780224964,-0.0344612220488764,-0.0303766649559949,-0.0186742147178203,-0.00399314478220612,0.013600855514539,0.0251024704325046,-0.0107157673361565,0.015000023999912,0.000464599539253903,-0.0158105587321165,0.055365578916464
93,0.0373440261927938,0.0320185388279234,0.0271584404330982,0.015053745527883,-0.0094285267444768,-0.0462674293759765,-0.0771284816571989,-0.0706965306340841,-0.0307384683890173,0.00282726106184181,0.027205130069755,-0.0244831943203848,-0.144318923195677,-0.0897606959673406,-0.00914534763314754
94,0.0244517890910317,0.0183182083887633,0.0132901215089977,0.00406422255409052,-0.0096557988085672,-0.0277400450105705,-0.0443767857299533,-0.0441532638621146,-0.0279891884779629,-0.0138954523495945,0.0120615261284625,-0.0256749181273985,-0.0784484893118122,-0.0662500903041709,-0.0177059206750838
