"analysis","original_point_pp","no_stage_point_pp","change_pp"
"Q1",0.277456613524197,0.340069491563477,0.0626128780392803
"Q2",-3.64988805143164,-3.49588014319678,0.154007908234858
"Q3",-0.724366472616378,-0.210960573367078,0.5134058992493
"Q4",-5.09708186678317,-4.57067786239821,0.52640400438495
"Q5",-6.01006285180404,-6.01262848632925,-0.00256563452520275
"bottom_decile",3.08990640034319,3.10737135141731,0.0174649510741225
"risk_lt_5pct",4.23669095402436,4.25786509824776,0.0211741442233935
"overall",-2.84453775447013,-2.58160737638981,0.262930378080322
